0 0 0 16 NA 33 5 35 7 18.7 11.3 1.1
2 3 NA NA 15 0 NA 18 21 4 NA NA
0 0 0 0 0 7 4 20 32 36 0 0
0 0 NA 28 8 18 42.2 21.4 34 NA 0 0
1 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
0 0 0 0.6 0 38 NA 26 NA 6.5 10.5 2
11 15 2.7 6 3.5 33 29.5 56.5 22.4 18.9 4.3 5
15.3 4.6 0 15 6.2 12 37 24.7 46 38 19 0
4 0 0 0 4.5 18.3 43 58 47 NA 0 0
46 0 11 4 29 50 24 42 24 21 0 0
4.5 1.5 0 7 13 1 20 33 19 9.5 0 0
18.2 2.4 10.1 60 22.7 16.8 40 46.5 43.5 25.5 6 0
7.5 29 NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
18.2 2.4 10.1 60 22.7 16.8 40 46.5 43.5 NA NA NA
NA 29 2 5 8 8 86 40.5 25.6 13.4 5 7
NA 0 0 0 13.7 7.3 9 1.2 17.6 4.2 1.4 0
0.3 0 0 5.2 0 7.1 8.3 2.4 10.9 0 0 0
0 0 0 0 0 10 0 0 1 1.8 0 3.8
7.5 5.6 15.4 0 11.6 13 NA NA NA NA NA NA
7.4 6.5 0 0 5.2 10.2 60.3 24 18.5 12 2.3 19.2
3.2 0.2 0 34.9 27.4 88.9 35.8 26.4 14.7 37.5 4.2 8
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA 43.3 NA NA NA NA 0
1.2 11.2 0 2.1 32.5 46.2 17.4 40.8 0 2 3 8
0 11.3 3.2 0 26 25 33 24.4 18.8 34.6 9 1.6
7.5 4.2 0 1 3 47.3 55.8 6.8 46.5 4.2 3.1 7.2
20.2 8.6 3.8 4.8 11.1 34 47.5 41.9 39 24.4 8 0
2.9 1.2 6.8 9.9 4.8 40 30 5.8 13.4 7.7 22.3 0
7.1 0 6.7 16.2 20 17.1 17.9 21.5 30.7 17.8 0 0
2.9 1.3 0 8 60 30 10.9 31.8 30.7 18.7 8 22.1
0 0 0 0 11.5 NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
19.6 16.5 0 29 10.5 21.2 62.9 80 26 38.6 12.4 0
5.5 NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
4 6.2 6 3 1.5 0.1 NA NA NA NA NA NA
16.5 2 9 9.4 29.4 10.6 NA NA NA NA NA NA
4.2 13 0.8 3.4 14.3 35 50.5 28.6 30.6 32 14.2 0.7
0 0 0.3 13.5 18.3 30 28.6 31.3 50.3 1.2 0 0
6.7 0 3.8 3.8 8 8.1 18.5 7.7 85.9 10 0.9 13
22.7 47.4 0.4 5.3 1.2 12.3 62 23.7 17.6 0 0 0
0.7 0 0 0.2 3.6 69.5 24.5 16.8 36 5.9 0 0
7.7 14.8 0.8 0.5 4.6 45 46.5 43.3 31 3.5 14.9 NA
3 0 NA 0.5 41 24.8 NA 14 47.5 17.9 17 14.2
0 NA NA NA NA 47.7 34.4 67.5 66.1 53.6 3.8 0.3
0.1 11.1 94.7 21.5 26.6 58 24.3 19.8 41.2 27.6 26.5 3.3
4 0 16.6 14.3 38.7 15.9 67.1 39.3 9.9 4.1 8 0
0 1.3 9.6 0.3 88 19.3 25.2 41.3 74.2 1.5 0 0
11 33 0 2.8 38 36 17.3 18.8 39.5 15 15.9 0
0 0 15 0.4 16.6 76.9 51 19.8 32.9 44.3 0.9 13
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA 0 10 36 22 13 49.5 30.5 10.8 NA
NA NA NA 35 23 50 21 NA 10.7 20 26.4 NA
NA 12.2 1.2 NA 0.3 36.4 12 33 53 NA 36.3 NA
NA 93.5 2 2 2.5 28 28 20 6.4 5 0 0.4
0 0 0.8 5.5 6.1 43.6 54 30 26.8 5.9 6 1.6
3.8 10.5 1.5 0 6.2 32.3 49 56.5 18.3 18.2 1.3 0
0 0 0 0 14.5 5.6 66.9 33.5 25.1 27.5 17.5 0
11 0 0 1 13.7 34.8 73 38.5 92 9.9 1.2 0
4.8 1.6 19 0 53.6 24 24 72.4 53.8 22.9 0 1.6
3.8 6.9 4 4 1.5 1.2 23.3 69 21.2 7.4 0 0
21.2 0 8.7 NA 8 12.5 28.5 70.4 18.8 22.9 21 0
3.8 26.7 1.6 8.9 NA NA NA NA NA NA NA NA
0.3 2.8 0 7 7.8 40 40.1 27.3 23.8 NA NA NA
7 0 11 NA 9.3 47 11 46.3 128.9 24.5 0 7.8
0 NA NA 10 2.2 104.4 15.3 20.5 36.8 1.2 0 0
0 0 0 0 1.1 51 11 15.3 44 NA NA NA
NA NA NA 0 9.3 31.7 60.5 16.2 32.8 4.5 15 1.7
0 0 3.7 0.4 70 51.3 74.5 21 16 17.8 12.7 0
1.5 0 0 13.5 13.8 60 36 19.2 16 4.7 1.9 0
0 14.5 80.5 15.2 33 34 13 NA 36 23 6.5 2.7
6.2 0 20 0 33 29.5 38.8 69 21.2 1 3.3 0
0 0.4 8.9 7.5 24 32.3 15 19.2 29.9 1 0 0
9.8 8.6 0 14.8 5.4 22.5 18.4 17.4 20.3 19.6 17.4 0.2
0 0 0.7 0 20.8 15.9 23.6 17.4 17.5 6.1 3.6 3.4
12.5 3.4 19.3 0 15 16.5 55.8 41.5 22.6 27.2 32.3 0
13.5 6.4 1.8 0 12.5 19.4 70.5 22.8 22.3 20.6 1.7 27.3
0 0 7.6 10.5 23.8 41.5 29.3 34.7 24.3 60.8 3.7 13.3
0 1.3 0 14 49.3 61.8 64.8 17.5 54.5 46.7 NA 6.3
0 0 1.8 15.7 9.2 46.2 41.2 26.8 14.5 0 11.8 0
4.3 0 9.5 16.2 19.3 46.5 42.3 21.5 14.3 0 6.2 0
0 7.5 0 6.5 30.3 34.8 50.8 70.9 90.6 15.5 9.5 19.5
0 12.5 0 35 20 35.7 42.8 NA 54.5 27 30.5 0
0 0 0 0 0 74.2 74.3 18 25.2 12.5 14.2 14.1
20.7 21.2 8 8.6 18.3 16.9 20 62.8 66.4 18.2 15.4 0
3.4 4 4.5 12.6 6.3 61.2 43.2 24.8 33.6 5 14.5 0
8.2 0 3 21.8 35.6 26.5 18.3 37.5 27.3 30.4 0 0
3.6 2.3 0 5.3 32.7 55.2 18.3 60.3 57.8 7.4 13.5 12.8
0 0 2.8 0 18.6 48.6 26.6 25.3 58.8 11.6 0 0
0 0 30.3 21.7 13.4 24.6 34.8 26.8 3.6 19.7 4.8 0
0 13.6 0 0 4.5 22.3 18.6 40 61.5 36.8 28.6 0
0 0 0 3 2 19.3 36.3 22 14.7 28.6 0 3.2
0 0 0 0 11.5 19.2 22.7 23.7 19.7 22.8 11.3 2.5
5.5 7.5 5.8 3.6 5.6 66.8 52.7 79.7 52.8 21.8 2.8 2.5
21.3 13.5 0 27.3 7.4 37.7 53.6 19.4 42.6 36 9.5 0
6.8 0 0 0 12.5 76.8 35.8 45.7 96.7 31.5 0 0
11.3 0 12.7 5.4 45.7 79.6 59.6 32 42.4 22.6 0 1.7
5.5 8.4 6.5 4.7 5.4 1.6 28.7 48.6 24.8 12.6 0 0
20.7 0 7 6.8 35.5 18.7 21.6 28.5 132.5 98.6 13.6 2
9.4 13.7 0 11.6 15.5 37.5 62.6 44 45.5 12.5 13.5 3
0 0 0 0 17 28 34.8 31.6 57.4 0 0 0
8.6 0 2.8 0 16 34.5 28.7 16 33.4 30.8 0 6
17.6 62.7 0 10.5 9.8 11.5 28.6 49.4 42.7 0 0 0
0 0 0 0 7 38.7 21.6 16.4 56.7 12.7 0 11
11.4 15.3 8 3 13.6 44.7 48.4 46.8 56 16.7 21.5 3.5
1.3 9 5 6.5 22 53 30 14 27.5 14 33 16.5
0 0 0 13.7 17 27.5 20 30 11.5 41.5 2.1 0
0 8.5 82 20 23 55 28 27 24 27.5 10 7.5
2 0 17.5 2 14.5 22 27 42 20 9 8 0
0 7 6.5 0 20 29 47 44 75 3 0 0
0 2.5 0 5 26 29 37 52 26 19 12 0
0 0 2 0 6 42 47 20 43 13 0 14
12.4 1.6 12 0 14.1 24.4 33.1 33.7 56.3 19.2 11.4 0.3
5.8 9.7 2.2 0 10.6 21.8 33.8 46.5 34.3 0.5 6.1 1.4
4.1 2.5 4.5 15.5 40 38.2 51.8 43.4 39.4 6.5 1.8 4.3
0.1 1.6 0 0 5.3 36.7 25.4 40 54.4 33.6 12.9 11.8
0 0.6 3.9 0 9.4 33.4 37.7 20 9.1 0 8.5 0.5
4.4 0 15.5 10.5 4.9 13.4 27.9 30.6 9.2 8.7 3.4 0
0 6.4 0 1.5 20 12.3 13.2 32.5 14.3 0 0 8.7
0 9.7 8.5 22.2 15.9 18.8 25.9 36.9 25.1 20 1 2.7
0 0 0 NA 4.7 38.9 49.6 8.9 NA NA NA NA
15.9 0 5.8 0 0 NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
4.8 0 15.6 NA NA NA NA NA NA NA NA NA
NA 0 0 11.8 52.8 10.5 17.1 3.9 0 0.1 0 0.1
0 0 0 2.6 1.5 58.3 5.8 81.4 21.5 24.3 0 1.3
3.2 NA NA NA NA NA 29.2 14.9 11.2 0 7.8 7.8
0 0 0 1.2 25.8 18.7 10.8 5 0 0 0 0
0 0 0 0 0 0 48 0 0 0 0 0
0 0 0 4.3 16.7 40 16.7 16.2 28.7 6.3 0 0
0.5 0 0 8.9 28.3 49.6 14.6 28 9.3 0 0 0
0 0 0 0 32.8 15.1 40 32.9 15 19.8 3.5 0
0 0 0 6.5 5.8 22.7 22.1 NA NA NA NA NA
NA NA 15.4 0 18 45.3 40.8 18.9 17 7.6 0 0
0 0 0 0 0 0 5.6 42.8 0 0 0 0
NA NA NA NA NA NA NA NA NA NA NA NA
0 0 0 0 NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA 63.3 NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA
0 0 0 0 17.3 3.1 0 22.3 30.8 15.9 0 0
0 0 0 0 17.3 41.9 14.3 47.3 0 15.9 0 0
0 145.6 0 0 0 6.8 26.3 28.2 23 2 0 0
0 0 0 3.8 8.9 47.2 14.3 21.9 46.1 55.4 19.1 0
0 0 1 0 1.1 41.9 8.9 47.3 40.6 15.9 0.8 0
