 COMISIÓN NACIONAL DEL AGUA
 COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
 PROYECTO DE BASES DE DATOS CLIMATOLÓGICOS

 ESTACIÓN  : 2001 
 NOMBRE    : AGUA CALIENTE 



LLUVIA MÁXIMA 24H
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
2008	100.01	31.52	12.01	0	8.72	2.1	0.01	9.9	0.01	0	43.01		207.29	18.8	11
2009	2.41	61.01	0	5.73	0	1.02	0.01	1.21	5.02	0.02	13.53	27.32	117.28	9.8	12
2010	205.71	71.82	26.83	38.9	0	0	1.5	0.03	0	47.24	16.5	68.2	476.73	39.7	12
2011	20.4	107.51	31.82	15.51	32.72	0	3.71	0	0.05	4.92	74.3	30.6	321.54	26.8	12
2012	4.51	50.81	52.4	46.91	0	0	0.01	5.23	8.01	1.3			169.18	16.9	10
2013	64.11	31.61	31.8	0	7.6	0	1.93	3.11	3.94	28.51	8.61	11	192.22	16	12
2014	1.51	8.51	27.22	9.9	0.01	0	1.91	1.51	0	0.01	4.31	53.61	108.5	9	12
2015	11.38	4.5	26.71	6.01	34.41	0.02	6.91	0.02	3.24	31.42	20.12	37.51	182.25	15.2	12
2016	99.01	0	26.7	24.32	20.1	0	0.01	0	19.7	0	25.41	109.6	324.85	27.1	12
2017	108.5	73.91	5.82	0	6.91	0	0.01	1.01	0.01	0	3	0.01	199.18	16.6	12
2018	42.41	21.2	12.91	0	0	0	0.02	0.02	1.5	2.81	28.71	63.9	173.48	14.5	12
2019	48.82	126.61	16.33	6	31.3	0	3.41	0	12.22	0	100.6	81.2	426.49	35.5	12
2020	10.6	35.8	78.5	62.71	0.01	0	0	0	0	0	14.1	10	211.72	17.6	12
2021	0												0	0	1
MÍNIMA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MÁXIMA	216.1	233.5	161	63.9	34.41	43	39	89	92.4	143.5	100.6	123.2	589.2	49.1	
MEDIA	50.4	57.7	47.2	16.6	5.8	1.6	2.7	4.6	5.7	12.6	25	37.2	261	21.9	
DESV.ST	53	50.3	41.3	17.9	9.1	6.2	6.4	13.5	13.9	26.2	25.2	31.1	130	10.8	

EVAPORACIÓN MENSUAL
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1970							195.5	221.1	199.1	93.4	63.3	32.5	804.9	134.2	6
1971	42	66.34	111.1	118.4	141.1	205.9	213.2	192.7	144.9	81.2	55.8	32.2	1404.84	117.1	12
1972	58.7	100.1	150.5	182.5	212.5	193.4	280.4	226.7	166.6	88.92	47.2	45.4	1752.92	146.1	12
1973	32.2	40.1	51.4	125.6	181.8	251.9	246	222.6	171.7	151.4	50.1	48.8	1573.6	131.1	12
1974	40.5	87.7	87.8	150.6	187	269.4	241.9	269.1		146.1	102.1	79.52	1661.72	151.1	11
1975	103.7	87.6	98.2	111.8	206	251.1	292.7	316.7	247.2	168.7	144.7	76.5	2104.9	175.4	12
1976	132.7	87.8	137.2	151.6	187.9	311	227.4	287.3	117.4	172.7	117.2	97.3	2027.5	169	12
1977	60.7	128.7	123.9	188.6	174.1	269.8	328.4	242	212.8	159.7	139.7	88.3	2116.7	176.4	12
1978	48.6	67.4	97.7	126.6	229.5	320.1	337.1	275.3	215.5	170.5	78.7	57.7	2024.7	168.7	12
1979	45.3	69.8	90.2	151.2	187.6	277.4	298.5	249.2	272.5	156.7	106.6	104.1	2009.1	167.4	12
1980	59	79.8	108.2	172.3	171.3	317.3	339.3	286.7	201.7	202.6	161.3	107.3	2206.8	183.9	12
1981	79.3	92.9	78.3	162	215.1	330.9	324.7	325.3	252.4	157.8	134.2	89.6	2242.5	186.9	12
1982	60.6	91.6	113.8	178.4	161.6	53.4			180.1	163.3	89.7	60.8	1153.3	115.3	10
1983	72.33	65.69	87.18	111.56	220.4	222.81	314.6	189.7	221.3	157.56	82.1	45.59	1790.82	149.2	12
1984	90.31	114.94	189.47	179.87	301.39	273.95	284.44	273.59	267.11	153.66	89.34	26.08	2244.15	187	12
1985	77.9	95.09	116.43	229.67	209.82	334.67	332.79	351.94	204.4	150.08	72.9	52.49	2228.18	185.7	12
1986	107.4	84.1	135.3	216.4	254.8	28.7	320	329.3	199	165.3	136.5	81.4	2058.2	171.5	12
1987	84.8	98.1	134.1	253	228.6	303.4	317.2	297.2	269.1	215.9	128.1	77.2	2406.7	200.6	12
1988	85.7	144.4	195.3	192.5	288.6	274.1	325.4	291.6	254.8	153.2	118.8	120.4	2444.8	203.7	12
1989	92.32	113.6	195.84	230.76	246.51	347.41	363.33	315.49	325.84	179.2	235.82	161.76	2807.88	234	12
1990	123.97	41.14							204.92	250.06	127.76	99.07	846.92	141.2	6
1991	96.55	137.91	97.19	166.5	219.15	263.33	245.44	277.57	219.49	245.08	165.34	85.72	2219.27	184.9	12
1992	119.44	96.76	71.27	194.16	192.6	276.03	322.12	295.08	326.97	189.09	163.31	78.49	2325.32	193.8	12
1993	68.32	74.08	139.27	207.45	242.67	278.73	252.16	282.68	295.58	212.21	143.44	135.27	2331.86	194.3	12
1994	163.55			160.69	197.81	308.56	316.6	332.78	287.99	196.32	110.66	96.45	2171.41	217.1	10
1995	66.5	97.85	109.94	178.87	178.3	255.5	384.69		270.83	205.22	186.95	119.2	2053.85	186.7	11
1996	129.52	98.96	150.6	250.16	299.12	306.32	335.87	289.46	215.18	194.12	137.17	123.08	2529.56	210.8	12
1997	79.45	95.55	195.52	192.77	287.05	222.96	299.29	306.53	242.96	191.93	125.02	69.84	2308.87	192.4	12
1998	66.76	52.77	99.09	148.2	160.88	229.43	324.7	307.12	196	176.85	132.05	111.16	2005.01	167.1	12
1999	133.38	111.79	121.32	155.8	219.61	267	313.28	315.66	212.7	266.9	157.91		2275.35	206.8	11
2000	137.14	112.49	139.62	210.05	273.17	296.53	318.15	317.85	259.35	130.66	119.3	158.52	2472.83	206.1	12
2001	97.62	85	110.53	151.37	237.26	295.33	281.94	293.15	262.87	201.2	112.78	103.45	2232.5	186	12
2002	111.35	159.3	166.71	164.18	224.85	268.48	304.05	298.99	293.61	164.17	162.72	83.01	2401.42	200.1	12
2003	151	89.41	137.68	151.78	217.63	226.5	300.18	299.06	254.77	236.51	125.09	109.48	2299.09	191.6	12
2004	137.94	110.78	184.86	204.08	268.9	266.11	304.94	269	271.14	154.23	71.94	111.47	2355.39	196.3	12
2005	74.19	70.62	114.74	181.15	230.44	224.31	312.27	276.7	254.67	176.45	158.96	124.79	2199.29	183.3	12
2006	129.8	148.06	103.36	143.5	215.12	288.13	325.56	280.37	258.2	173.12	162.23	116.96	2344.41	195.4	12
2007	109.27	85.58	187.15	169.26	232.01	294.68	308.78	277.31	213.7	214.91	126.7	87.58	2306.93	192.2	12
2008	91.94	80.49	154.47	226.29	217.75	320.22	289.23	254.52	252.78	240.44	153.59		2281.72	207.4	11
2009	114.91	86.09	139.57	185.93	246	226.37	335.19	304.71	295.48	193.28	150.51	68.4	2346.44	195.5	12
2010	92.99	62.77	123.24	139.15	221.85	240.57	257.9	278.08	257.16	120.87	117	92.49	2004.07	167	12
2011	102.25	121.57	117.92	173.47	122.38	236.46	252.64	298.44	220.77	185.21	85.86	76.86	1993.83	166.2	12
2012	114.07	94.16	156.39	166.04	232.89	262.88	285.87	297.35	254.33	189.63			2053.61	205.4	10
2013	107.1	104.41	165.67	180.02	238.43	252.29	284.22	294.38	268.07	230.11	127.62	162.27	2414.59	201.2	12
2014	159.56	127.94	158.95	202.98	294.66	281.25	294.56	297.37	252.64	201.71	156.89	90.16	2518.67	209.9	12
2015	95.51	138.54	222.84	206.09	183.14	276.69	254.76	286.69	215.63	185.54	137.22	108.62	2311.27	192.6	12
2016	73.56	142.41	130.8	167.66	169.73	289.54	329.31	307.14	226.56	228.55	177.64	120.4	2363.3	196.9	12
2017	74.44	104.13	159.88	212.17	213.84	302.55	274.8	265.37	219.18	250.58	161.41	172.13	2410.48	200.9	12
2018	145.43	108.36	142.09	203.04	223.25	272.69	333.24	286.16	253.43	161.88	151.78	77.57	2358.92	196.6	12
2019	74.23	61.95	105.36	181.91	140.93	235.63	281.59	279.43	229.87	203.34	140.7	66.21	2001.15	166.8	12
2020	76.5	122.49	84.52	153.84	246.98	253.59	316.85	318.67	257.92	212.37	135.83	124.72	2304.28	192	12
2021	10.04												10.04	10	1
MÍNIMA	10.04	40.1	51.4	111.56	122.38	28.7	195.5	189.7	117.4	81.2	47.2	26.08	10.04	10	
MÁXIMA	163.55	159.3	222.84	253	301.39	347.41	384.69	351.94	326.97	266.9	235.82	172.13	2807.88	234	
MEDIA	92.2	96.7	131.1	176.8	217.4	262.4	298.4	284.4	237.4	181.8	126.8	92.9	2079.2	179	
DESV.ST	34.2	27.3	37.4	33.5	41.6	57.7	38.1	33.6	42.3	40.3	37.8	34.2	485.9	34.6	

TEMPERATURA MÁXIMA EXTREMA
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1969	27.5	24.5	33.5	29.5	38	38	38	44.5	40	33	32.5	26	405	33.8	12
1970	26.5	29	29	31	39.5	40.5	40.5	41.5	40	36	33	25.5	412	34.3	12
1971	31	31	34.5	33.5	32	42	43	40.5	44.5	43	33	24	432	36	12
1972	26	30.5	33.5	33	39	41.5	44	42	39	32.5	27.5	25.5	414	34.5	12
1973	25	25	22	28	40	43	40.5	40	37.5	38	33	26.5	398.5	33.2	12
1974	25	28.5	30	32	46	49	45	44.5		38	33	26.5	397.5	36.1	11
1975	30	29	27.5	25	33.5	36	39	40	39.5	38	33.5	30	401	33.4	12
1976	31	30	29.5	33.5	37	44	41.5	40.5	33	36.5	35.5	25.5	417.5	34.8	12
1977	24.5	32.5	32	33	35	36	41	38	41	34	33.5	29.5	410	34.2	12
1978	24	27	32	26.5	38.5	42	46.5	41.5	39.5	37.5	34	22.5	411.5	34.3	12
1979	20.5	27	28.5	29	36	43.5	39.5	39.5	41.5	36	30	34	405	33.8	12
1980	24	28.5	25	33.5	28.5	40.5	43	39	42.5	40	34	31	409.5	34.1	12
1981	26	31	24.5	33.5	37	42	40.5	43.5	38.5	33.5	33	27.5	410.5	34.2	12
1982	25	27	28.5	31.5	33	33	40.5	40	43.5	35	29.5	24	390.5	32.5	12
1983	27.5	27.5	26.5	29.5	33	36.5	41.5	40	39.5	35	30.5	26	393	32.8	12
1984	28.5	28.5	30.5	32.5	40	36	37	38.5	42	33.5	30	25	402	33.5	12
1985	22	31	27	34	31.5	41.5	42	43.5	35.5	37.5	31.5	25.5	402.5	33.5	12
1986	28.5	33	30	32.5	37	41	39	40.5	39.5	33.5	30	28	412.5	34.4	12
1987	29	27	29	36	33	36	38.5	39	41.5	42	28	27	406	33.8	12
1988	28	29	37.5	38	37.5	34.5	38.5	38.5	41.5	37.5	33	29	422.5	35.2	12
1989	28	33	33	40	35.5	42	44	36.5	42	39	33	32	438	36.5	12
1990	29	29	32	32	38	45	40	36	42	37.5	33	29.5	423	35.2	12
1991	25	31	26	30	32.5	32	38	37	38	40	32	27	388.5	32.4	12
1992	30	27.5	23	32	29	38	42	41	42	38	31	27	400.5	33.4	12
1993	26	25	29.5	33	37.5	36	38	40	41	37	32	28	403	33.6	12
1994	31	29	28	31	36	42	38	42	38	33	28	27	403	33.6	12
1995	28	31	27	31	31	37	40	42	39	37	32	29	404	33.7	12
1996	31	30	30	36	38	38	39	41	36	40	37	29	425	35.4	12
1997	27	28	36	35	36	37	40	41	38	38	36	24	416	34.7	12
1998	24	21	30	31	27	37	41	41	37	33	28	27	377	31.4	12
1999	29	28	27	35	31	36	40	40	41	39	35	29	410	34.2	12
2000	32	27	31	34	37	36	41	41	40	31	28	28	406	33.8	12
2001	29	33	31	31	37	37	38	38	40	37	31	27	409	34.1	12
2002	30	35	28	32	36	36	37	42	44	35	33	25	413	34.4	12
2003	33.5	29	30	31	38	39	40	40	41	40	30	28	419.5	35	12
2004	29	28	36	37	38	34	37	39	39	37	25	29	408	34	12
2005	28	22	29	29	35	37	41	44	39	36	33	34	407	33.9	12
2006	32	31	27	34	33	43	45	40	40	34	35	31	425	35.4	12
2007	29	31	33	34	34	36	39	40	42	39	33	30	420	35	12
2008	24	27	31	36	39	44	38	38	39	38	34		388	35.3	11
2009	29	29	32	34	35	34	40	43	41	37	33	28	415	34.6	12
2010	28	27	29	27	31	34	40	44	43	36	38	32	409	34.1	12
2011	29	27	34	33	34	35	38	42	42	40	31	30	415	34.6	12
2012	34	27	35	31	36	36	38	41	40	42			360	36	10
2013	30	29	31	32	40	39	38	39	40	34	34	30	416	34.7	12
2014	32	37	32	37	39	35	39	40	42	38	34	27	432	36	12
2015	31	30	33	36	36	40	39	42	40	38	33	30	428	35.7	12
2016	26	33	32	33	28	42	42	42	35	38	35	28	414	34.5	12
2017	26	30	32	33	35	44	36	42	42	42	37	31	430	35.8	12
2018	32	36	30	35	35	36	42	40	40	35	33	28	422	35.2	12
2019	23	22	28	33	27	39	39	40	38	37	33	26	385	32.1	12
2020	27	30	28	33	35	37	41	44	47	42	36	30	430	35.8	12
2021	22												22	22	1
MÍNIMA	20.5	21	22	25	27	32	36	36	33	31	25	22.5	22	22	
MÁXIMA	34	37	37.5	40	46	49	46.5	44.5	47	43	38	34	438	36.5	
MEDIA	27.8	29	30.1	32.6	35.3	38.6	40.1	40.6	40.1	37.1	32.4	28	402.2	34.1	
DESV.ST	3.1	3.2	3.2	2.9	3.7	3.6	2.3	2	2.5	2.8	2.6	2.5	55.1	2	

TEMPERATURA MÁXIMA PROMEDIO
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1969	18.3	16.3	19.8	23.2	26.3	25.5	33.2	36.5	33.5	26.3	23.5	20.5	302.9	25.2	12
1970	20	22.2	20.9	21.6	27.2	29.3	34.9	34.2	32.9	27.2	23.4	17.2	311	25.9	12
1971	19.2	19.6	23.3	22.5	23.1	29.6	35.5	34.9	32.6	26.9	22.3	15	304.5	25.4	12
1972	19.5	23.5	26	26.5	27.5	29.2	36.1	33.2	29.9	24.1	20.4	16.7	312.6	26	12
1973	16	17.8	15.4	21.6	27.8	33.1	33.3	33.6	30.1	29.8	21.6	20.2	300.3	25	12
1974	17.1	22.3	21.4	27.2	31	38.8	38.8	38		27.9	23.8	18.6	304.9	27.7	11
1975	20.5	18.8	17.9	17.5	24.5	28.1	32.3	34.3	32.8	27.1	25	20.4	299.2	24.9	12
1976	22.7	19.9	20.4	20.8	25.8	32.2	31.2	32.8	26.1	28	25.4	21.2	306.5	25.5	12
1977	18.3	24.7	19.5	26.1	22.2	29.9	34.5	32.2	31.1	28.9	27	21.6	316	26.3	12
1978	17.9	19.1	20.1	20.1	26.7	34	36.1	32.9	31.1	29.8	20.2	16.5	304.5	25.4	12
1979	15	18.8	18.6	23.4	24.9	31.4	34.1	31.8	36.1	27.5	23.4	22.7	307.7	25.6	12
1980	18.6	21.5	18.7	22.8	21.5	31.8	36	32.5	30.6	29.6	25.6	22.4	311.6	26	12
1981	21	22.9	18.3	22.6	24.6	33.4	34	35.3	32.2	24.8	25	22	316.1	26.3	12
1982	17.1	20.1	18.8	22.9	23.9	26.9	33.1	33.5	30.8	29	20.5	17.3	293.9	24.5	12
1983	19.8	19.1	18.1	18.7	25	26.1	32.9	33.6	32.1	27.1	21.5	17.8	291.8	24.3	12
1984	20.7	21.8	23.8	22.4	28.7	27.8	32.9	32.2	33.3	24.2	20.4	16.7	304.9	25.4	12
1985	16.9	19.7	18	25.8	24.3	32.5	34	34	28.1	25.6	21	20	299.9	25	12
1986	23	20.3	22	24.1	25.8	34.2	31.5	35.1	27.6	26.7	24.3	19.5	314.1	26.2	12
1987	18.5	19	19.8	25.6	25	29.4	29.6	31.5	32.2	28.8	22	16.9	298.3	24.9	12
1988	19.8	23.7	24.7	25	26.9	28.2	32.5	33	31.3	28.7	23.8	18.7	316.3	26.4	12
1989	19.1	20.8	25.1	28.1	26.5	29.8	34.2	31.2	33.7	27.1	26.1	23.6	325.3	27.1	12
1990	19.6	18.2	21.4	22.6	25.6	31.8	33.2	30.3	31.6	30.6	24.1	17.7	306.7	25.6	12
1991	19.1	24.6	16.6	22.1	23.4	25.6	28.8	31.5	31.2	29.6	25.2	18.1	295.8	24.7	12
1992	20.3	20.2	17.9	25.1	24	28.6	31.8	33.8	34.5	27.4	25	17.5	306.1	25.5	12
1993	17.6	17.6	22.4	24.8	26.3	29.1	28.5	31.6	31.9	28.2	23.4	21	302.4	25.2	12
1994	23.1	18.6	20.8	22	22.1	31.1	31.6	34.3	32.3	25.3	19.5	18.9	299.6	25	12
1995	17.3	21.6	20.2	21.8	21.3	26.8	34	37.7	33.2	27.5	27.2	20.6	309.2	25.8	12
1996	21.3	20	21.5	26.2	27.6	29.8	33.1	34	29.6	26.5	23.9	21.4	314.9	26.2	12
1997	18.7	19.2	24.9	23.4	28.4	26.3	30.4	33.1	32.9	26.6	23.5	17.8	305.2	25.4	12
1998	17.6	15.1	18	19.5	20.9	26.5	32.8	35.2	28.3	25.4	22.7	19.2	281.2	23.4	12
