 COMISIÓN NACIONAL DEL AGUA
 COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
 PROYECTO DE BASES DE DATOS CLIMATOLÓGICOS

 ESTACIÓN  : 2118 
 NOMBRE    : VALLE DE SAN RAFAEL 



LLUVIA MÁXIMA 24H
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1979											67.9	105.3	173.2	86.6	2
1980	77.8	72.8	89.4	122.9	158.2	262.4	316.4	274.4	269.4	231.5	145.2	143.2	2163.6	180.3	12
1981	93.8	141.4	118.5	174.5	207.5	327.8	334.6	334	237.4	148.6	131.4	92.9	2342.4	195.2	12
1982	70.1	92.5	114.4	151	163.1	202.9			122	171	82.8	67.3	1237.1	123.7	10
1983	96.9	46.1	80.4	115.9	201.5		305.8	174.8	189.3	143.3	89.7	71.1	1514.8	137.7	11
1984	104.7	89.62	114.01	143.9	249.6	160.6	122.7	192.32	137.4	87.8	61.42	46.1	1510.17	125.8	12
1985	66.3	89.8	24.8	55.3	67.9			183.4	146.6	109.7	89.63	56.4	889.83	89	10
1986	81.8	68.5	63.5	114.5	148.6	149.1	118.3	194	148.2			73.7	1160.2	116	10
1987		28.7	103.4	97.5	211.7	134.6	215.9	135.5	100.5	115.2	74.5	51.2	1268.7	115.3	11
1988	100.6	111.6	154	157.4	214	226	132.1	87.9	146.1	109.6	97.9	93.9	1631.1	135.9	12
1989					184.9							28.9	213.8	106.9	2
1991	104.15	67.95	107.23	101.31	129.74	144.02	151.53	163.76	126.44	146.64	81.51	30.53	1354.81	112.9	12
1992	66.07	54.39	61.85	86.89	105.44	121.22	109.86	128.69	157.79	83.02	68.35	34.82	1078.39	89.9	12
1993	36.01	42.3	80.32	89.4	125.83	162.71	135.01	155.11	222.81	167.93	68.75	65.08	1351.26	112.6	12
1994	25.59	75.76	127.51	147.97	185.19	288.75	322.44	282.41	246.13	147.83	85.88	72.39	2007.85	167.3	12
1995	24.7	82.04	88.89	112.57	154.52	227.62	295.06	186.09	136.58	100.07	70.27	49.28	1527.69	127.3	12
1996	75.92	65.82	65.41	106.56	158.63	161.83	326.69	222.4	180.29	149.76	113.2	78.13	1704.64	142.1	12
1997	39.8	66.47	92.67	99.83	148.66	105.85	165.55	200.33	100.75	106.48	86.1	55.78	1268.27	105.7	12
1998	34.51	31.69	88.07	82.25	133.66	212.89	315.17	237.54	197.08	156.4	95.87	64.84	1649.97	137.5	12
