2008-10-01,1,0.5,1,0,0,1.5
2008-11-01,26,10.4,28,26.2,32,30
2008-12-01,16.9,0,0,16.5,19.7,62
2009-01-01,4,1,2,1.1,1,3
2009-02-01,30,19.6,23.5,17.5,16,27
2009-03-01,0,0,0,0,0,0
2009-04-01,11,7.2,6.5,5.7,3,5
2009-05-01,0,0,0,0,0,0
2009-06-01,0,0,1,1,0.7,0
2009-07-01,0,0,0,0,0,0
2009-08-01,0,0,0,1.2,0,0
2009-09-01,0,0,0,5,2,0
2009-10-01,0,0,0,0,0,1.3
2009-11-01,20,12.7,21.5,12,18,11
2009-12-01,53,33.7,0,11.6,51,57
2010-01-01,74,89.2,75,66.4,62,54.5
2010-02-01,46,25.8,39,24.9,25,22
2010-03-01,19,14.2,0,13.7,23,22
2010-04-01,22,20,0,15.2,8,14.4
2010-05-01,0,0,0,0,0,0
2010-06-01,0,0,0,0,0,0
2010-07-01,8,0,0,1.5,0,0
2010-08-01,2,2.4,0,0,9,0
2010-09-01,13,7.5,0,0,0.5,0
2010-10-01,38,49,47,28.5,42.5,43.5
2010-11-01,27.5,9,22,9.4,15,17.5
2010-12-01,1.5,22,0,22.5,31,60
2011-01-01,8,4.5,4,14.2,8,8
2011-02-01,40,59,44,48.3,82,65
2011-03-01,40,13.8,37,25.2,24,54
2011-04-01,15,9.5,21,9.3,6,6
2011-05-01,11,3.5,7,25.2,5,7
2011-06-01,0,0,0,0,0,0
2011-07-01,0,10,0,3.2,3,0
2011-08-01,0,0,0,0,0,0
2011-09-01,0,0,0,0,2,0
2011-10-01,13,9,7,4.9,7.5,6
2011-11-01,35,21,33,30.7,32.5,43
2011-12-01,22,29.7,24.5,20.9,20,17.7
2012-01-01,8,4.2,9.5,3.5,6.5,6
2012-02-01,26,17.3,15,17.5,23,18
2012-03-01,44,22,31,35.5,57,26.5
2012-04-01,20,13.5,20,16.2,18,22
2012-05-01,0,0,0,0,0,0
2012-06-01,0,0,0,0,0,0
2012-07-01,0,0,2,0,0,0
2012-08-01,0,11,0,3.8,1,0
2012-09-01,18,5,8.5,6.8,5,2
2012-10-01,3,2.5,3,1.3,3.5,5
2012-11-01,3,2.6,2.9,2.5,2.9,3
2012-12-01,46.1,39.4,45,37.7,43.8,46
2013-01-01,49,40.5,30,46.7,28,38
2013-02-01,24,14.2,30,12.3,23.5,10.5
2013-03-01,35,23.9,28,16.5,21,28
2013-04-01,4,1,0,0,1,2
2013-05-01,6,2.3,10,3.4,5,6.4
2013-06-01,0,0,0,0,0,0
2013-07-01,0,7,0,1.9,2,0
2013-08-01,0,31.2,3.2,3.1,10,4.5
2013-09-01,0,8.7,0,3.9,6,0
2013-10-01,22,10.4,13.5,15.7,17,23
2013-11-01,3,6,7,4.4,7,9
2013-12-01,13,13,14,5.5,13,16
2014-01-01,6.5,0,2,1.5,4.5,11
2014-02-01,13.5,33,6.5,3.6,6,16.1
2014-03-01,22,8.4,21,21.4,19.5,10
2014-04-01,8,5.2,5.8,4.6,4.5,6
2014-05-01,0,0,0,0,0,0
2014-06-01,0,0,0,0,0,0
2014-07-01,0,7,0,1.9,2.5,0
2014-08-01,0,14.7,0,1.5,4.7,0
2014-09-01,0,19,0,0,0,0
2014-10-01,0,10.5,0,0,0,0
2014-11-01,3,1.5,7,2.5,7.5,7
2014-12-01,20,11.5,22.5,13.7,21,31
2015-01-01,13,9.7,9.5,6.4,15,13.5
2015-02-01,16,5.2,13.5,4.2,37,20.5
2015-03-01,24,24,67,20.2,22,34.5
2015-04-01,3.7,3,3.4,4.5,3,2
2015-05-01,25,8,1.5,20,48,28
2015-06-01,0,10,0,0,0,0
2015-07-01,0,26.5,0,6.9,43.5,0
2015-08-01,0,0,0,0,0,0
2015-09-01,0,2,11.5,1.9,4.5,3.7
2015-10-01,5,3.5,0,16.5,9.5,11
2015-11-01,11.5,18.2,8,10.6,11,7.3
2015-12-01,28,6,22.5,13.9,9,17.5
2016-01-01,37,28.5,61,27.4,33,37
2016-02-01,23,0,36.5,0,0,0
2016-03-01,20,15.2,19.5,15.3,20,20
2016-04-01,18,21.2,16.8,14.2,14,13
2016-05-01,12,4,12.5,11.2,0,17.5
2016-06-01,0,0,0,0,0,0
2016-07-01,10,9.2,0,0,0,0
2016-08-01,0,0,0,0,0,0
2016-09-01,21,11,17,14.4,0,42
2016-10-01,1.1,0,0,0,0,1.5
2016-11-01,16,9.5,9.5,14.4,20,20
2016-12-01,53,31.5,76.5,33.8,50,43
2017-01-01,54,37.2,51.8,23.7,32.5,35.5
2017-02-01,63,30.7,58.7,33.5,38,70.5
2017-03-01,9,5.2,12.8,4.8,11,2
2017-04-01,0,0,0,0,0,0
2017-05-01,16,6.5,23,3.7,15,20
2017-06-01,0,0,0,0,0,0
2017-07-01,0,0.5,0,0,0,0
2017-08-01,1,44.2,5.5,1,7.5,0
2017-09-01,2,2,1.5,0,0,0
2017-10-01,0,0,0,0,0,0
2017-11-01,7,7.2,8,3,7.5,0
2017-12-01,0,0,0,0,0,2
2018-01-01,30,21.6,52,32.5,18,30
2018-02-01,7.5,8.6,12.5,6.8,12,10
2018-03-01,7,15.2,8,6.7,8.5,4
2018-04-01,0.3,0,0.3,0,1,0
2018-05-01,0,2.3,2,0,0,0
2018-06-01,0,0,0,0,12,0
2018-07-01,0,0,0,0,0,0
2018-08-01,0,8,2.1,0,0,0
2018-09-01,0,4.7,2.3,1.5,2.5,0
2018-10-01,2.1,3.2,1.8,2.2,1,0
2018-11-01,20.6,11.2,21,25.7,13.5,26
2018-12-01,28,22.5,27.3,26.5,25.5,26
2019-01-01,16.9,13.4,16.7,16.5,14,26
2019-02-01,34.3,27.2,42,27.5,29,36
2019-03-01,6,2.1,6.5,7.9,5.5,13
2019-04-01,2.2,1.6,0,3.1,2.5,2
2019-05-01,12.8,12.2,14.5,14.9,3.5,2.5
2019-06-01,0,0,0,0,0,0
2019-07-01,2.5,4.3,0,3.4,0,0
2019-08-01,0,0,0,0,0,0
2019-09-01,14.2,16.7,4,12.2,15,0
2019-10-01,0,0,0,0,0,0
2019-11-01,57.9,35.8,57.5,46.5,73,42.5
2019-12-01,22.1,0,31,20.2,35,26
2020-01-01,10,10.1,9,6.4,6,11
2020-02-01,18,9.5,23,22,26,25
2020-03-01,24.5,56.5,27,16,25,18
2020-04-01,21.9,17.6,33,11,21,20
2020-05-01,0,0,0,0,0,0
2020-06-01,0,0,0,0,0,2
2020-07-01,0,0,0,0,0,0
2020-08-01,0,0,0,0,0,0
2020-09-01,0,0,0,0,0,0
2020-10-01,0.7,2.2,0,0,0,0
2020-11-01,9.3,6.3,15,10.2,3,5
2020-12-01,8,9.5,11.8,7.3,0,9.5
