estacion_2001clima,estacion_2001clima
estacion_2004clima,estacion_2004clima
estacion_2036clima,estacion_2036clima
estacion_2077clima,estacion_2077clima
estacion_2118clima,estacion_2118clima
estacion_2164clima,estacion_2164clima
