 COMISIÓN NACIONAL DEL AGUA
 COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
 PROYECTO DE BASES DE DATOS CLIMATOLÓGICOS

 ESTACIÓN  : 2004 
 NOMBRE    : IGNACIO ZARAGOZA -BELEN- 



LLUVIA MÁXIMA 24H
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1986	6.1	4.7	5.6	7.7	5.4	5.6	7	7.4	4.8	4.6	4.7	3.7	67.3	5.6	12
1987	3.4	3.7	3.2	3.5	11.1	4	12.6	14.3	14	14.3	5.4	2.4	91.9	7.7	12
1988	4.1	6.2	7.7	7	7.8	6.2	12.8	12.8	11.7	9	3.8	4.1	93.2	7.8	12
1989		5.3	8.5	10.7	11.9	13.4	15.4	14.6	13.8	9.7	6.3	3.1	112.7	10.2	11
1990	3.8	3.4	5.7	9.4	9	13.9	17.3	14.9	14.3	10.4	6.2	1.9	110.2	9.2	12
1991	3.9	4.6	5.2		7.2	9.5	13.7	15.7	14.7	12.2	6.2		92.9	9.3	10
1992	2.8	5.5	7.4	8.4	12.2	12.2							48.5	8.1	6
1993				6.1	10.5	11.4	12.7	13	11.6	7.4	4.3	1.9	78.9	8.8	9
1994	2.9	3	5.6	5.3	7.7	10.9	12.2	16.1	11.7	7.5	2.7	2.8	88.4	7.4	12
1995	4.4	5.9	6.2	5.1	6.9	9.8	13.3	17.1	14.9	7.7	5.7	3.1	100.1	8.3	12
1996	3.6	6.6	4.7	7.4	9	19.8	14.1	11.4	9	3.3	3.3	2.8	95	7.9	12
1997	2.8	2.5	2.2	2.5	5.7	6.1	7.2	11.2	12.1	5.2	2.1	2.1	61.7	5.1	12
1998	2.1	1.7	2.4	1.9	2.6	4.6	8.7	11	8	2.5	2.4	2.8	50.7	4.2	12
1999	2.6	2.6	2.5										7.7	2.6	3
2000	-2.2	-1	-1.6	-0.7	3.3	6.2	7.4	9.8	8.2	3.6	-4	-3.4	25.6	2.1	12
2001	-4.4	-3.3	0.5	-0.1	3.5	6	7.8	8.9	6.4	4.2	0.3	-3.4	26.4	2.2	12
2002	-4.5	-4.9	-2.6	2.3	2.4	5.3							-2	-0.3	6
2003						13	17.6	18.7	15	13.4	6.9	4.4	89	12.7	7
2004	4.2	5.2	7.9	9.1	11.7	14.9	20	22.6	19	14.4	13.5	13.6	156.1	13	12
2007					9.8	9.7	14.2	14.9	11.8	8.1	5	1	74.5	9.3	8
2008	2.1	1.3	0.7	3.9	7	10.2	13.1	14.8	12.8	8.9	7.4		82.2	7.5	11
2009	3.6	2.2	2.4	4.3	9.2	10.7	15.2	12.6	14.1	7.9	4	2.1	88.3	7.4	12
2010	2.3	3.2	2.6	3.8	5.5	8.5	12.6	13.3	10.9	9.4	3	2.5	77.6	6.5	12
2011	0.4	0.5	2.6	5.2	5.1	8.8	13	13.6	12.4	7.5	2.8	1.1	73	6.1	12
2012	1.1	1.4	2.2	4.8	7	8.7	12.3	17.2	14.7	8.3			77.7	7.8	10
2013	2.8	2.1	2.8	4.3	8.1	9.9	15	13.3	12.3	6.1	4.5	1.3	82.5	6.9	12
2014	2.3	3.6	5.5	6.1	8.9	9.9	15.2	15.1	15.1	9.7	5.4	4.2	101	8.4	12
2015	2.9	3.8	4.4	4.8	8.9	12.4	13.3	14.8	15.2	11.5	3.5	0.2	95.7	8	12
2016	1.7	2.5	3.3	5.6	8.8	11.5	12.7	13.8	11.5	9.2	3.3	3.7	87.6	7.3	12
2017	2.8	3.8	4.1	4.8	7.7	10.9	15.8	14.6	12.1	6.4	6.5	3.1	92.6	7.7	12
2018	3.1	0.4	3.8	5.6	7.7	7.7			12.7	8.7	5	2	56.7	5.7	10
2019	1.1	0.1	2.1	4.5	4.5	4.8	10.4	10.7	12.5	6.3	4.8	3.7	65.5	5.5	12
2020	2.9	4	7.3	9.7	11.3	12	14.3	30	28	16	11.1	11.3	157.9	13.2	12
MÍNIMA	-4.5	-4.9	-2.6	-0.7	2.4	4	7	7.4	4.8	2.5	-4	-3.4	-2	-0.3	
MÁXIMA	15.6	6.6	8.5	10.7	12.2	19.8	20.1	30	28	16	13.5	13.6	157.9	13.2	
MEDIA	2.9	2.8	4	5.4	7.8	10.1	13.7	14.7	13	8.6	5	2.6	83.4	7.4	
DESV.ST	3.1	2.3	2.3	2.3	2.2	3	2.9	3.5	3.5	2.8	2.6	2.7	30	2.5	

TEMPERATURA MEDIA MENSUAL
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1964												10.2	10.2	10.2	1
1965	11	10.1	10.7	13.8	15.2	16.5	22.5	24.6	19.7	19.9	14	9	187	15.6	12
1966	8.2	8.7	12.8	17.7	18.6	20.4	23.3	24.5	21.5	17.5	13.7	11.2	198.1	16.5	12
1967	13.4	12.8	13.6	11.4	16.6	17.5	25.8	27.7	22.1	19.9	15.7	9.2	205.7	17.1	12
1968	9.5	13.7	12.2	14	17.3	20	23.9	23.1	22.1	17.9	13.8	8.9	196.4	16.4	12
1969	11.6	9	10.7	14.3	16.2	17.8	23.4	25.6	23.4	15.6	15.5	11.5	194.6	16.2	12
1970	10.8	12.9	11.2	11.4	19	22.6	29.3	27	21.4	17.1	14.6	9	206.3	17.2	12
1971	10.6	10.9	12	12.5	14.6	19	23.1	25.6	22	15.9	12	7.4	185.6	15.5	12
1972	9	11.6	13.5	16.4	18.5	21.3	27	24.5	21.6	17.7	13.1	10.1	204.3	17	12
1973	9.2	10.9	9.5	12.6	18.2	22.8	23.7	23.2	19.6	18.4	13.3	11.7	193.1	16.1	12
1974	10.5	10.8	12.4	14.9	19.5	23.7	25.8	23.9	28.1	16.3	14.9	10.3	211.1	17.6	12
1975	12.7	10.4	10.5	11.3	15.8	20.7	24.4	24.6	24.4	17.9	14.6	11.7	199	16.6	12
1976	13.8	12.5	13	14.4	17.9	21.7	23.5	23	21.5	19	16	12	208.3	17.4	12
1977	11.2	11.8	11	15.5	15	22.9	25.4	26	21.4	19.5	15.3	12.4	207.4	17.3	12
1978	11.1	10	11.9	12.3	16.3	22.3	25	23.5	21.3	20.3	11.5	7.6	193.1	16.1	12
1979	7.8	8.8	9.7	12.7	15.3	20.4	23.7	22.5	24.7	17.6	13	11.2	187.4	15.6	12
1980	10.8	12.6	9.6	13.2	14.4	19.4	24.5	25.5	23.6	20.2	14	10.3	198.1	16.5	12
1981	10.1	11.6	10.4	13.8	16.1	23	24.5	25.7	22.9	15.3	13.9	12.2	199.5	16.6	12
1982	24.7	11.2	11.3	13.6	15.5	17.3	24.8	24.7	21.8	17	11.7	9.2	202.8	16.9	12
1983	18.9	10.4	12.3	11.5	16.3	18.9	22.4	25.2	24.8	19.8	13.5	11.6	205.6	17.1	12
1984	13.4	12.2	13.4	13.4			25.2	24	23.9	16	14	9.8	165.3	16.5	10
1985	8.9	10	11.3	17.3	15.6	22.4	24.5	22.3	18.1	18	12.7	11.9	193	16.1	12
1986	13.8	11.2	12.7	15.3	15.4	17.6	18.9	21.1	15.8	14.3	13.4	10.6	180.1	15	12
1987	8.9	10.8	8.8	8.2	18.2	12.9	22.3	22.5	23.1	20.4	12.8	9	177.9	14.8	12
1988	11.9	14.5	14.6	15.5	17.1	16.4	23.2	22	20.7	19.3	13.1	11.9	200.2	16.7	12
1989		12.6	17.4	19	19.1	21.5	25.3	23.5	23.8	18.8	15	12.1	208.1	18.9	11
1990	11.1	10.1	13	16.2	17.5	23.2	26.1	22.7	22.9	19.4	14.2	9.4	205.8	17.1	12
1991	10.9	13.7	10.7		15.6	17.6	21.8	24	22.8	20.3	14.4		171.8	17.2	10
1992	9.5	11.7	12	15.3	18.7	20.2							87.4	14.6	6
1993				14.8	18.2	20.3	20.2	22.2	20.8	16.4	11.9	8.9	153.7	17.1	9
1994	10.9	9.1	11.8	12.7	14.2	20.4	21.6	24.2	21.6	15.2	9	8.9	179.6	15	12
1995	9.1	12.2	11.7	11.9	13.2	18	23.3	28.1	25.5	19	16.9	12.3	201.2	16.8	12
1996	12.5	13.6	13.5	17.1	19.3	31.4	24.5	22.1	18.8	14	12.5	10.2	209.5	17.5	12
1997	8.7	9.4	12.5	11.7	16.7	15.5	18.6	21.8	21.5	14.5	11.2	8.5	170.6	14.2	12
1998	9.2	7	9.4	9.9	10.9	14.6	20.9	22.6	17.4	13	11	8.8	154.7	12.9	12
1999	10.4	10.6	9.4										30.4	10.1	3
2000	8	7.5	7.2	11.8	14.5	17.8	19.4	21.6	19.3	12.5	6.7	8.7	155	12.9	12
2001	5.1	5.2	9.8	9.4	14.9	18.5	19.5	20.8	19.2	15.1	10.4	5.5	153.4	12.8	12
2002	6	7.3	7.3	11.4	12.5	16.8							61.3	10.2	6
2003						24.9	31.1	32.2	29.5	27.4	17.9	16.4	179.4	25.6	7
2004	16.1	15.5	21.4	21.4	24.7	26.5	31.1	33.1	30.6	22.9	18.9	17.7	279.9	23.3	12
2007					21.5	20.6	23.9	25.4	21.1	17.4	13.9	8.1	151.9	19	8
2008	7.9	8.6	10.9	13.4	16.2	22	23.6	24.5	22.9	19.5	16		185.5	16.9	11
2009	11.8	9.8	10.6	13.3	18.9	18.2	25.8	23.5	24.5	17.4	14.7	8.8	197.3	16.4	12
2010	9.9	10	10.8	11.5	14.7	18.5	22.4	23.3	22.1	17	11.6	10.4	182.2	15.2	12
2011	9.5	8.1	10.9	14	14.5	19	22.9	24.8	22.9	18.4	11.7	9	185.7	15.5	12
2012	11.6	10	11.8	14.1	17.9	20.4	23.4	27.1	25.4	19.1			180.8	18.1	10
2013	9.4	9.4	13	14.3	17.9	21.2	25.1	24.2	23	16.1	13.5	10.5	197.6	16.5	12
2014	13.4	12.7	14.3	15.7	19.1	21.2	24.9	24.9	25	19.8	14.7	10.8	216.5	18	12
2015	11.5	13.8	14.9	14.8	15.4	22.6	22.8	25.1	24	20	12.8	8.8	206.5	17.2	12
2016	9.2	13.6	12.3	14.7	15.8	21.8	23.4	24.7	21.6	16.1	12.3	9.8	195.3	16.3	12
2017	8.4	10.5	12.9	15	16.5	21.8	25.1	24.8	21.1	14.9	15.4	12.9	199.3	16.6	12
2018	13.2	8.1	11.8	15.5	16.1	17.5			23	17.9	14	9.8	146.9	14.7	10
2019	9.1	6.8	10	14.1	12.1	13.5	20.7	22.3	22	20.7	17.2	11.2	179.7	15	12
2020	10.8	11.1	11.4	13.7	15.6	17.4	17.8	35.2	32.4	18.9	14.4	14.5	213.2	17.8	12
MÍNIMA	5.1	5.2	7.2	8.2	10.9	12.9	17.8	20.8	15.8	12.5	6.7	5.5	10.2	10.1	
MÁXIMA	24.7	15.5	21.4	21.4	24.7	31.4	31.1	35.2	32.4	27.4	18.9	17.7	279.9	25.6	
MEDIA	10.9	10.7	11.8	13.9	16.6	20	23.7	24.6	22.6	17.9	13.6	10.4	180.9	16.3	
DESV.ST	3.1	2.2	2.3	2.4	2.4	3.2	2.7	2.8	3	2.6	2.1	2.1	44	2.5	
